order_month,order_date,order_id,customer_id,order_channel,sku_id,product_category,product_name,units_sold,order_revenue,customer_status,region
Month 2,2025-02-25,ORD50391,CUST1174,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,204.79,Lapsed,Northeast
Month 2,2025-02-26,ORD50231,CUST1111,Online,SKU1002,Rings,Diamond Promise Ring,1,353.56,Active,Northeast
Month 2,2025-02-26,ORD50268,CUST1148,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,429.94,Active,Northeast
Month 2,2025-02-26,ORD50276,CUST1135,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,452.82,Active,West
Month 2,2025-02-26,ORD50379,CUST1102,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,166.95,Active,South
Month 2,2025-02-26,ORD50413,CUST1028,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,163.57,Active,South
Month 2,2025-02-26,ORD50434,CUST1158,Online,SKU1007,Necklaces,Birthstone Necklace,1,161.56,Active,Midwest
Month 2,2025-02-26,ORD50451,CUST1053,Online,SKU1005,Watches,Rose Gold Watch,2,582.15,Active,West
Month 2,2025-02-27,ORD50242,CUST1078,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,178.84,Lapsed,Midwest
Month 2,2025-02-27,ORD50246,CUST1039,In-Store,SKU1008,Earrings,Hoop Earrings,1,134.98,Active,West
Month 2,2025-02-27,ORD50255,CUST1089,Online,SKU1004,Bracelets,Tennis Bracelet,1,466.4,Lapsed,South
Month 2,2025-02-27,ORD50277,CUST1059,Online,SKU1006,Rings,Silver Stackable Ring,3,311.37,Active,West
Month 2,2025-02-27,ORD50326,CUST1054,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,180.67,Active,Midwest
Month 2,2025-02-27,ORD50335,CUST1059,Online,SKU1008,Earrings,Hoop Earrings,1,127.46,Active,West
Month 2,2025-02-27,ORD50417,CUST1170,Online,SKU1006,Rings,Silver Stackable Ring,1,108.34,Lapsed,Northeast
Month 2,2025-02-27,ORD50429,CUST1164,Online,SKU1008,Earrings,Hoop Earrings,2,277.14,Active,West
Month 2,2025-02-28,ORD50227,CUST1041,Online,SKU1002,Rings,Diamond Promise Ring,1,373.67,Active,Midwest
Month 2,2025-02-28,ORD50284,CUST1046,In-Store,SKU1008,Earrings,Hoop Earrings,2,255.1,Active,Northeast
Month 2,2025-02-28,ORD50321,CUST1022,Online,SKU1009,Bracelets,Charm Bracelet,2,331.6,Lapsed,West
Month 2,2025-02-28,ORD50327,CUST1085,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,142.16,Active,Midwest
Month 2,2025-02-28,ORD50345,CUST1078,In-Store,SKU1010,Rings,Engagement Ring Set,2,1886.15,Lapsed,Midwest
Month 2,2025-02-28,ORD50352,CUST1075,In-Store,SKU1008,Earrings,Hoop Earrings,1,120.23,Active,Midwest
Month 2,2025-02-28,ORD50386,CUST1019,Online,SKU1007,Necklaces,Birthstone Necklace,2,392.15,Active,West
Month 2,2025-02-28,ORD50422,CUST1165,Online,SKU1009,Bracelets,Charm Bracelet,1,151.44,Active,West
Month 2,2025-02-28,ORD50456,CUST1131,In-Store,SKU1002,Rings,Diamond Promise Ring,1,338.12,Active,West
Month 2,2025-02-28,ORD50462,CUST1106,In-Store,SKU1008,Earrings,Hoop Earrings,1,116.06,Active,South
Month 2,2025-02-28,ORD50466,CUST1071,In-Store,SKU1006,Rings,Silver Stackable Ring,1,96.04,Active,West
Month 2,2025-02-28,ORD50470,CUST1049,In-Store,SKU1003,Earrings,Pearl Stud Earrings,2,329.83,Active,Northeast
Month 3,2025-03-01,ORD50522,CUST1121,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,439.2,Active,Northeast
Month 3,2025-03-01,ORD50523,CUST1148,In-Store,SKU1002,Rings,Diamond Promise Ring,2,745.79,Active,Northeast
Month 3,2025-03-01,ORD50549,CUST1137,Online,SKU1004,Bracelets,Tennis Bracelet,1,536.38,Active,Northeast
Month 3,2025-03-01,ORD50621,CUST1009,Online,SKU1002,Rings,Diamond Promise Ring,1,385.36,Active,Northeast
Month 3,2025-03-01,ORD50634,CUST1100,In-Store,SKU1006,Rings,Silver Stackable Ring,1,106.01,Active,West
Month 3,2025-03-01,ORD50635,CUST1044,Online,SKU1006,Rings,Silver Stackable Ring,1,107.26,Active,Northeast
Month 3,2025-03-01,ORD50659,CUST1038,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,229.51,Active,Midwest
Month 3,2025-03-01,ORD50713,CUST1132,Online,SKU1002,Rings,Diamond Promise Ring,1,367.88,Active,Northeast
Month 3,2025-03-01,ORD50720,CUST1040,Online,SKU1006,Rings,Silver Stackable Ring,1,100.05,Active,Northeast
Month 3,2025-03-01,ORD50724,CUST1169,In-Store,SKU1004,Bracelets,Tennis Bracelet,2,1067.9,Active,Northeast
Month 3,2025-03-01,ORD50725,CUST1144,Online,SKU1004,Bracelets,Tennis Bracelet,1,488.83,Lapsed,West
Month 3,2025-03-02,ORD50477,CUST1068,Online,SKU1010,Rings,Engagement Ring Set,2,2282.1,Lapsed,South
Month 3,2025-03-02,ORD50515,CUST1022,Online,SKU1005,Watches,Rose Gold Watch,1,319.3,Lapsed,West
Month 3,2025-03-02,ORD50527,CUST1132,Online,SKU1010,Rings,Engagement Ring Set,1,964.36,Active,Northeast
Month 3,2025-03-02,ORD50530,CUST1033,Online,SKU1005,Watches,Rose Gold Watch,3,1014.33,Lapsed,Northeast
Month 3,2025-03-02,ORD50697,CUST1046,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,153.62,Active,Northeast
Month 3,2025-03-02,ORD50726,CUST1082,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,202.61,Active,West
Month 3,2025-03-02,ORD50734,CUST1130,In-Store,SKU1009,Bracelets,Charm Bracelet,1,162.99,Lapsed,West
Month 3,2025-03-03,ORD50546,CUST1166,Online,SKU1003,Earrings,Pearl Stud Earrings,2,358.57,Active,West
Month 3,2025-03-03,ORD50565,CUST1172,Online,SKU1006,Rings,Silver Stackable Ring,2,242.05,Lapsed,South
Month 3,2025-03-03,ORD50599,CUST1035,In-Store,SKU1004,Bracelets,Tennis Bracelet,2,916.05,Lapsed,Northeast
Month 3,2025-03-03,ORD50752,CUST1135,In-Store,SKU1007,Necklaces,Birthstone Necklace,2,358.86,Active,West
Month 3,2025-03-04,ORD50484,CUST1016,Online,SKU1007,Necklaces,Birthstone Necklace,2,393.91,Lapsed,Northeast
Month 3,2025-03-04,ORD50512,CUST1133,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,458.71,Active,South
Month 3,2025-03-04,ORD50541,CUST1123,In-Store,SKU1010,Rings,Engagement Ring Set,1,994.35,Active,South
Month 3,2025-03-04,ORD50561,CUST1157,Online,SKU1007,Necklaces,Birthstone Necklace,1,165.73,Active,Northeast
Month 3,2025-03-04,ORD50568,CUST1162,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,177.86,Lapsed,South
Month 3,2025-03-04,ORD50577,CUST1005,Online,SKU1009,Bracelets,Charm Bracelet,2,342.88,Active,Northeast
Month 3,2025-03-04,ORD50578,CUST1151,Online,SKU1002,Rings,Diamond Promise Ring,1,374.11,Active,West
Month 3,2025-03-04,ORD50585,CUST1165,In-Store,SKU1010,Rings,Engagement Ring Set,1,1184.4,Active,West
Month 3,2025-03-04,ORD50589,CUST1177,Online,SKU1004,Bracelets,Tennis Bracelet,1,458.18,Active,Northeast
Month 3,2025-03-04,ORD50609,CUST1126,In-Store,SKU1005,Watches,Rose Gold Watch,1,306.0,Active,Midwest
Month 3,2025-03-04,ORD50679,CUST1005,Online,SKU1004,Bracelets,Tennis Bracelet,1,441.13,Active,Northeast
Month 3,2025-03-04,ORD50732,CUST1053,In-Store,SKU1009,Bracelets,Charm Bracelet,1,171.8,Active,West
Month 3,2025-03-04,ORD50747,CUST1012,Online,SKU1006,Rings,Silver Stackable Ring,1,118.36,Lapsed,South
Month 3,2025-03-04,ORD50751,CUST1067,Online,SKU1010,Rings,Engagement Ring Set,1,1178.76,Active,Midwest
Month 3,2025-03-05,ORD50496,CUST1127,Online,SKU1006,Rings,Silver Stackable Ring,1,106.82,Active,West
Month 3,2025-03-05,ORD50505,CUST1116,Online,SKU1010,Rings,Engagement Ring Set,1,1061.11,Active,South
Month 3,2025-03-05,ORD50535,CUST1125,Online,SKU1004,Bracelets,Tennis Bracelet,2,939.24,Lapsed,West
Month 3,2025-03-05,ORD50558,CUST1010,Online,SKU1006,Rings,Silver Stackable Ring,1,120.67,Lapsed,South
Month 3,2025-03-05,ORD50620,CUST1178,In-Store,SKU1005,Watches,Rose Gold Watch,1,277.27,Lapsed,Midwest
Month 3,2025-03-05,ORD50684,CUST1086,In-Store,SKU1002,Rings,Diamond Promise Ring,1,353.54,Lapsed,South
Month 3,2025-03-05,ORD50693,CUST1099,Online,SKU1006,Rings,Silver Stackable Ring,1,108.4,Lapsed,Northeast
Month 3,2025-03-05,ORD50719,CUST1163,In-Store,SKU1005,Watches,Rose Gold Watch,1,258.38,Lapsed,West
Month 3,2025-03-05,ORD50743,CUST1052,Online,SKU1001,Necklaces,Gold Pendant Necklace,3,630.28,Active,Midwest
Month 3,2025-03-06,ORD50471,CUST1027,Online,SKU1001,Necklaces,Gold Pendant Necklace,2,439.53,Active,Midwest
Month 3,2025-03-06,ORD50473,CUST1101,In-Store,SKU1010,Rings,Engagement Ring Set,2,2034.39,Active,South
Month 3,2025-03-06,ORD50498,CUST1083,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,437.99,Active,Midwest
Month 3,2025-03-06,ORD50587,CUST1082,Online,SKU1006,Rings,Silver Stackable Ring,2,221.0,Active,West
Month 3,2025-03-06,ORD50600,CUST1002,Online,SKU1007,Necklaces,Birthstone Necklace,1,195.19,Active,West
Month 3,2025-03-06,ORD50633,CUST1135,Online,SKU1002,Rings,Diamond Promise Ring,1,379.18,Active,West
Month 3,2025-03-06,ORD50637,CUST1121,In-Store,SKU1008,Earrings,Hoop Earrings,1,140.68,Active,Northeast
Month 3,2025-03-06,ORD50668,CUST1100,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,461.8,Active,West
Month 3,2025-03-06,ORD50675,CUST1052,Online,SKU1002,Rings,Diamond Promise Ring,1,352.65,Active,Midwest
Month 3,2025-03-06,ORD50702,CUST1078,In-Store,SKU1006,Rings,Silver Stackable Ring,2,218.04,Lapsed,Midwest
Month 3,2025-03-06,ORD50731,CUST1064,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,175.81,Active,Northeast
Month 3,2025-03-07,ORD50517,CUST1015,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,491.26,Active,West
Month 3,2025-03-07,ORD50529,CUST1038,Online,SKU1004,Bracelets,Tennis Bracelet,1,485.62,Active,Midwest
Month 3,2025-03-07,ORD50540,CUST1139,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,210.37,Lapsed,Midwest
Month 3,2025-03-07,ORD50550,CUST1010,Online,SKU1003,Earrings,Pearl Stud Earrings,1,168.37,Lapsed,South
Month 3,2025-03-07,ORD50575,CUST1075,Online,SKU1005,Watches,Rose Gold Watch,1,319.7,Active,Midwest
Month 3,2025-03-07,ORD50627,CUST1006,In-Store,SKU1005,Watches,Rose Gold Watch,1,262.51,Lapsed,Midwest
Month 3,2025-03-07,ORD50639,CUST1168,Online,SKU1004,Bracelets,Tennis Bracelet,2,892.98,Active,South
Month 3,2025-03-07,ORD50652,CUST1048,Online,SKU1008,Earrings,Hoop Earrings,1,129.01,Active,Midwest
Month 3,2025-03-07,ORD50660,CUST1169,In-Store,SKU1002,Rings,Diamond Promise Ring,2,724.98,Active,Northeast
Month 3,2025-03-07,ORD50665,CUST1064,In-Store,SKU1009,Bracelets,Charm Bracelet,1,175.59,Active,Northeast
Month 3,2025-03-07,ORD50687,CUST1089,Online,SKU1010,Rings,Engagement Ring Set,2,2152.52,Lapsed,South
Month 3,2025-03-07,ORD50705,CUST1069,In-Store,SKU1003,Earrings,Pearl Stud Earrings,2,289.11,Active,Northeast
Month 3,2025-03-07,ORD50706,CUST1155,Online,SKU1004,Bracelets,Tennis Bracelet,1,520.86,Active,Midwest
Month 3,2025-03-07,ORD50748,CUST1169,Online,SKU1010,Rings,Engagement Ring Set,2,2186.03,Active,Northeast
Month 3,2025-03-07,ORD50753,CUST1059,In-Store,SKU1005,Watches,Rose Gold Watch,1,291.51,Active,West
Month 3,2025-03-08,ORD50566,CUST1011,Online,SKU1005,Watches,Rose Gold Watch,1,295.62,Lapsed,Northeast
Month 3,2025-03-08,ORD50612,CUST1166,Online,SKU1002,Rings,Diamond Promise Ring,1,383.36,Active,West
Month 3,2025-03-08,ORD50712,CUST1033,Online,SKU1010,Rings,Engagement Ring Set,1,1063.3,Lapsed,Northeast
Month 3,2025-03-09,ORD50509,CUST1083,Online,SKU1003,Earrings,Pearl Stud Earrings,1,168.05,Active,Midwest
Month 3,2025-03-09,ORD50513,CUST1117,In-Store,SKU1002,Rings,Diamond Promise Ring,2,781.44,Lapsed,Northeast
Month 3,2025-03-09,ORD50554,CUST1090,Online,SKU1003,Earrings,Pearl Stud Earrings,1,174.03,Lapsed,South
Month 3,2025-03-09,ORD50563,CUST1030,Online,SKU1009,Bracelets,Charm Bracelet,1,169.49,Active,Northeast
Month 3,2025-03-09,ORD50582,CUST1040,Online,SKU1004,Bracelets,Tennis Bracelet,3,1424.21,Active,Northeast
Month 3,2025-03-09,ORD50671,CUST1082,Online,SKU1004,Bracelets,Tennis Bracelet,2,1089.87,Active,West
Month 3,2025-03-09,ORD50686,CUST1057,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,164.2,Lapsed,West
Month 3,2025-03-09,ORD50740,CUST1108,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,219.73,Active,West
Month 3,2025-03-10,ORD50493,CUST1158,Online,SKU1003,Earrings,Pearl Stud Earrings,3,463.63,Active,Midwest
Month 3,2025-03-10,ORD50516,CUST1107,Online,SKU1007,Necklaces,Birthstone Necklace,1,197.03,Lapsed,Northeast
Month 3,2025-03-10,ORD50538,CUST1001,Online,SKU1009,Bracelets,Charm Bracelet,1,188.49,Active,West
Month 3,2025-03-10,ORD50542,CUST1114,Online,SKU1008,Earrings,Hoop Earrings,1,143.64,Active,Northeast
Month 3,2025-03-10,ORD50559,CUST1094,Online,SKU1003,Earrings,Pearl Stud Earrings,1,167.98,Active,Midwest
Month 3,2025-03-10,ORD50607,CUST1141,Online,SKU1002,Rings,Diamond Promise Ring,2,735.88,Lapsed,West
Month 3,2025-03-10,ORD50622,CUST1125,Online,SKU1001,Necklaces,Gold Pendant Necklace,3,629.16,Lapsed,West
Month 3,2025-03-10,ORD50656,CUST1043,Online,SKU1009,Bracelets,Charm Bracelet,1,165.12,Active,Midwest
Month 3,2025-03-10,ORD50756,CUST1066,In-Store,SKU1006,Rings,Silver Stackable Ring,1,110.21,Lapsed,South
Month 3,2025-03-11,ORD50506,CUST1032,Online,SKU1006,Rings,Silver Stackable Ring,1,113.75,Lapsed,South
Month 3,2025-03-11,ORD50569,CUST1133,Online,SKU1005,Watches,Rose Gold Watch,1,302.25,Active,South
Month 3,2025-03-11,ORD50571,CUST1171,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,461.4,Active,Northeast
Month 3,2025-03-11,ORD50573,CUST1140,Online,SKU1005,Watches,Rose Gold Watch,1,298.92,Active,South
Month 3,2025-03-11,ORD50592,CUST1015,Online,SKU1002,Rings,Diamond Promise Ring,1,380.08,Active,West
Month 3,2025-03-11,ORD50667,CUST1064,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,209.63,Active,Northeast
Month 3,2025-03-11,ORD50685,CUST1020,Online,SKU1003,Earrings,Pearl Stud Earrings,1,161.78,Lapsed,Northeast
Month 3,2025-03-11,ORD50707,CUST1173,In-Store,SKU1004,Bracelets,Tennis Bracelet,2,883.72,Active,Northeast
Month 3,2025-03-12,ORD50483,CUST1101,In-Store,SKU1009,Bracelets,Charm Bracelet,1,183.76,Active,South
Month 3,2025-03-12,ORD50528,CUST1027,Online,SKU1003,Earrings,Pearl Stud Earrings,2,352.97,Active,Midwest
Month 3,2025-03-12,ORD50547,CUST1133,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,198.81,Active,South
Month 3,2025-03-12,ORD50583,CUST1031,Online,SKU1006,Rings,Silver Stackable Ring,1,121.54,Active,South
Month 3,2025-03-12,ORD50596,CUST1030,Online,SKU1004,Bracelets,Tennis Bracelet,1,461.3,Active,Northeast
Month 3,2025-03-12,ORD50601,CUST1128,Online,SKU1009,Bracelets,Charm Bracelet,1,166.33,Active,Northeast
Month 3,2025-03-12,ORD50604,CUST1002,Online,SKU1008,Earrings,Hoop Earrings,2,276.82,Active,West
Month 3,2025-03-12,ORD50613,CUST1135,In-Store,SKU1002,Rings,Diamond Promise Ring,1,376.24,Active,West
Month 3,2025-03-12,ORD50615,CUST1069,Online,SKU1005,Watches,Rose Gold Watch,1,299.63,Active,Northeast
Month 3,2025-03-12,ORD50618,CUST1016,Online,SKU1006,Rings,Silver Stackable Ring,1,116.13,Lapsed,Northeast
Month 3,2025-03-12,ORD50626,CUST1115,In-Store,SKU1003,Earrings,Pearl Stud Earrings,2,320.19,Active,Northeast
Month 3,2025-03-12,ORD50630,CUST1015,Online,SKU1004,Bracelets,Tennis Bracelet,1,477.95,Active,West
Month 3,2025-03-12,ORD50662,CUST1047,Online,SKU1006,Rings,Silver Stackable Ring,1,128.3,Active,West
Month 3,2025-03-12,ORD50694,CUST1081,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,474.79,Active,South
Month 3,2025-03-12,ORD50708,CUST1018,Online,SKU1004,Bracelets,Tennis Bracelet,1,471.86,Active,Northeast
Month 3,2025-03-12,ORD50727,CUST1124,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,214.43,Active,South
Month 3,2025-03-13,ORD50472,CUST1075,In-Store,SKU1010,Rings,Engagement Ring Set,1,1063.47,Active,Midwest
Month 3,2025-03-13,ORD50500,CUST1169,Online,SKU1008,Earrings,Hoop Earrings,1,133.09,Active,Northeast
Month 3,2025-03-13,ORD50605,CUST1090,Online,SKU1010,Rings,Engagement Ring Set,1,1226.8,Lapsed,South
Month 3,2025-03-13,ORD50608,CUST1105,Online,SKU1007,Necklaces,Birthstone Necklace,2,335.03,Active,Northeast
Month 3,2025-03-13,ORD50644,CUST1029,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,169.34,Active,South
Month 3,2025-03-13,ORD50673,CUST1147,Online,SKU1003,Earrings,Pearl Stud Earrings,2,309.96,Active,Northeast
Month 3,2025-03-13,ORD50678,CUST1078,Online,SKU1003,Earrings,Pearl Stud Earrings,2,318.52,Lapsed,Midwest
Month 3,2025-03-13,ORD50704,CUST1107,Online,SKU1003,Earrings,Pearl Stud Earrings,2,322.53,Lapsed,Northeast
Month 3,2025-03-14,ORD50476,CUST1102,Online,SKU1008,Earrings,Hoop Earrings,1,144.14,Active,South
Month 3,2025-03-14,ORD50480,CUST1001,Online,SKU1004,Bracelets,Tennis Bracelet,1,500.82,Active,West
Month 3,2025-03-14,ORD50485,CUST1143,Online,SKU1004,Bracelets,Tennis Bracelet,2,1029.93,Active,West
Month 3,2025-03-14,ORD50489,CUST1163,Online,SKU1007,Necklaces,Birthstone Necklace,1,204.13,Lapsed,West
Month 3,2025-03-14,ORD50531,CUST1049,Online,SKU1004,Bracelets,Tennis Bracelet,1,465.42,Active,Northeast
Month 3,2025-03-14,ORD50534,CUST1031,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,448.13,Active,South
Month 3,2025-03-14,ORD50544,CUST1177,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,411.0,Active,Northeast
Month 3,2025-03-14,ORD50580,CUST1093,In-Store,SKU1008,Earrings,Hoop Earrings,1,136.77,Active,Northeast
Month 3,2025-03-14,ORD50617,CUST1126,Online,SKU1004,Bracelets,Tennis Bracelet,1,464.52,Active,Midwest
Month 3,2025-03-14,ORD50749,CUST1171,In-Store,SKU1008,Earrings,Hoop Earrings,1,139.76,Active,Northeast
Month 3,2025-03-14,ORD50754,CUST1082,Online,SKU1006,Rings,Silver Stackable Ring,1,106.62,Active,West
Month 3,2025-03-15,ORD50474,CUST1064,Online,SKU1010,Rings,Engagement Ring Set,1,972.49,Active,Northeast
Month 3,2025-03-15,ORD50490,CUST1074,Online,SKU1010,Rings,Engagement Ring Set,1,1176.55,Active,Northeast
Month 3,2025-03-15,ORD50508,CUST1050,Online,SKU1002,Rings,Diamond Promise Ring,1,397.2,Lapsed,South
Month 3,2025-03-15,ORD50595,CUST1175,Online,SKU1007,Necklaces,Birthstone Necklace,1,185.05,Lapsed,South
Month 3,2025-03-15,ORD50640,CUST1080,Online,SKU1005,Watches,Rose Gold Watch,1,302.33,Active,Northeast
Month 3,2025-03-15,ORD50670,CUST1164,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,422.11,Active,West
Month 3,2025-03-15,ORD50737,CUST1161,Online,SKU1004,Bracelets,Tennis Bracelet,1,529.99,Active,Northeast
Month 3,2025-03-16,ORD50514,CUST1174,Online,SKU1004,Bracelets,Tennis Bracelet,1,511.23,Lapsed,Northeast
Month 3,2025-03-16,ORD50539,CUST1057,Online,SKU1009,Bracelets,Charm Bracelet,2,335.7,Lapsed,West
Month 3,2025-03-16,ORD50548,CUST1117,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,162.57,Lapsed,Northeast
Month 3,2025-03-16,ORD50556,CUST1078,Online,SKU1005,Watches,Rose Gold Watch,1,277.09,Lapsed,Midwest
Month 3,2025-03-16,ORD50588,CUST1019,Online,SKU1002,Rings,Diamond Promise Ring,1,341.66,Active,West
Month 3,2025-03-16,ORD50619,CUST1125,Online,SKU1002,Rings,Diamond Promise Ring,1,379.17,Lapsed,West
Month 3,2025-03-16,ORD50623,CUST1133,Online,SKU1003,Earrings,Pearl Stud Earrings,1,168.09,Active,South
Month 3,2025-03-16,ORD50638,CUST1113,Online,SKU1005,Watches,Rose Gold Watch,1,300.98,Active,Northeast
Month 3,2025-03-16,ORD50647,CUST1052,Online,SKU1004,Bracelets,Tennis Bracelet,1,509.72,Active,Midwest
Month 3,2025-03-16,ORD50654,CUST1123,Online,SKU1004,Bracelets,Tennis Bracelet,1,493.94,Active,South
Month 3,2025-03-16,ORD50715,CUST1119,Online,SKU1008,Earrings,Hoop Earrings,1,133.56,Active,South
Month 3,2025-03-17,ORD50495,CUST1118,Online,SKU1004,Bracelets,Tennis Bracelet,1,414.39,Active,Northeast
Month 3,2025-03-17,ORD50524,CUST1156,Online,SKU1008,Earrings,Hoop Earrings,1,146.83,Active,West
Month 3,2025-03-17,ORD50545,CUST1172,In-Store,SKU1005,Watches,Rose Gold Watch,1,305.83,Lapsed,South
Month 3,2025-03-17,ORD50598,CUST1074,Online,SKU1006,Rings,Silver Stackable Ring,1,111.52,Active,Northeast
Month 3,2025-03-17,ORD50646,CUST1095,Online,SKU1003,Earrings,Pearl Stud Earrings,1,165.69,Lapsed,West
Month 3,2025-03-17,ORD50651,CUST1083,Online,SKU1004,Bracelets,Tennis Bracelet,1,418.0,Active,Midwest
Month 3,2025-03-17,ORD50655,CUST1142,Online,SKU1002,Rings,Diamond Promise Ring,1,353.56,Active,West
Month 3,2025-03-17,ORD50681,CUST1101,In-Store,SKU1008,Earrings,Hoop Earrings,1,136.64,Active,South
Month 3,2025-03-17,ORD50690,CUST1040,Online,SKU1007,Necklaces,Birthstone Necklace,1,189.27,Active,Northeast
Month 3,2025-03-17,ORD50700,CUST1166,Online,SKU1003,Earrings,Pearl Stud Earrings,1,149.0,Active,West
Month 3,2025-03-17,ORD50717,CUST1175,Online,SKU1002,Rings,Diamond Promise Ring,1,362.33,Lapsed,South
Month 3,2025-03-17,ORD50718,CUST1118,Online,SKU1006,Rings,Silver Stackable Ring,1,123.07,Active,Northeast
Month 3,2025-03-18,ORD50497,CUST1174,In-Store,SKU1002,Rings,Diamond Promise Ring,2,816.09,Lapsed,Northeast
Month 3,2025-03-18,ORD50510,CUST1101,Online,SKU1007,Necklaces,Birthstone Necklace,1,178.55,Active,South
Month 3,2025-03-18,ORD50519,CUST1014,Online,SKU1002,Rings,Diamond Promise Ring,1,364.75,Lapsed,Northeast
Month 3,2025-03-18,ORD50533,CUST1179,Online,SKU1003,Earrings,Pearl Stud Earrings,2,343.09,Active,West
Month 3,2025-03-18,ORD50536,CUST1156,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,166.77,Active,West
Month 3,2025-03-18,ORD50555,CUST1159,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,456.7,Active,Northeast
Month 3,2025-03-18,ORD50586,CUST1019,In-Store,SKU1009,Bracelets,Charm Bracelet,1,164.13,Active,West
Month 3,2025-03-18,ORD50643,CUST1171,Online,SKU1004,Bracelets,Tennis Bracelet,1,504.15,Active,Northeast
Month 3,2025-03-18,ORD50666,CUST1011,Online,SKU1008,Earrings,Hoop Earrings,1,143.77,Lapsed,Northeast
Month 3,2025-03-18,ORD50676,CUST1177,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,169.67,Active,Northeast
Month 3,2025-03-18,ORD50689,CUST1001,Online,SKU1004,Bracelets,Tennis Bracelet,1,551.85,Active,West
Month 3,2025-03-18,ORD50696,CUST1073,Online,SKU1002,Rings,Diamond Promise Ring,1,384.65,Active,Northeast
Month 3,2025-03-18,ORD50703,CUST1153,Online,SKU1006,Rings,Silver Stackable Ring,1,105.69,Active,Northeast
Month 3,2025-03-18,ORD50741,CUST1171,In-Store,SKU1002,Rings,Diamond Promise Ring,3,975.03,Active,Northeast
Month 3,2025-03-19,ORD50532,CUST1111,In-Store,SKU1005,Watches,Rose Gold Watch,1,281.18,Active,Northeast
Month 3,2025-03-19,ORD50543,CUST1060,Online,SKU1008,Earrings,Hoop Earrings,1,142.24,Active,South
Month 3,2025-03-19,ORD50594,CUST1075,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,208.64,Active,Midwest
Month 3,2025-03-19,ORD50628,CUST1070,In-Store,SKU1009,Bracelets,Charm Bracelet,1,176.5,Active,Northeast
Month 3,2025-03-19,ORD50636,CUST1061,Online,SKU1004,Bracelets,Tennis Bracelet,1,477.55,Active,South
Month 3,2025-03-19,ORD50710,CUST1045,Online,SKU1006,Rings,Silver Stackable Ring,1,107.36,Active,South
Month 3,2025-03-19,ORD50711,CUST1117,Online,SKU1004,Bracelets,Tennis Bracelet,1,464.45,Lapsed,Northeast
Month 3,2025-03-19,ORD50716,CUST1114,Online,SKU1005,Watches,Rose Gold Watch,1,298.05,Active,Northeast
Month 3,2025-03-19,ORD50721,CUST1127,Online,SKU1009,Bracelets,Charm Bracelet,1,160.57,Active,West
Month 3,2025-03-19,ORD50758,CUST1065,Online,SKU1009,Bracelets,Charm Bracelet,1,173.48,Active,South
Month 3,2025-03-20,ORD50520,CUST1047,Online,SKU1007,Necklaces,Birthstone Necklace,1,190.39,Active,West
Month 3,2025-03-20,ORD50526,CUST1154,Online,SKU1010,Rings,Engagement Ring Set,1,1192.32,Lapsed,Northeast
Month 3,2025-03-20,ORD50602,CUST1049,Online,SKU1002,Rings,Diamond Promise Ring,1,351.1,Active,Northeast
Month 3,2025-03-20,ORD50645,CUST1062,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,217.65,Active,West
Month 3,2025-03-20,ORD50661,CUST1020,Online,SKU1010,Rings,Engagement Ring Set,1,1082.9,Lapsed,Northeast
Month 3,2025-03-20,ORD50691,CUST1092,In-Store,SKU1005,Watches,Rose Gold Watch,1,305.46,Lapsed,West
